iso639-3,url
txg,tangut.htm
txq,tii.htm
txr,iberian.htm#sws
tyv,tuvan.php
tzh,tzeltal.htm
tzj,tzutujil.htm
tzm,tamazight.htm
tzo,tsotsil.htm
uba,ubang.htm
uby,ubykh.htm
ude,udege.htm
udi,udi.htm
udm,udmurt.htm
udu,uduk.htm
uga,ugaritic.htm
uig,uyghur.htm
ukr,ukrainian.htm
ulc,ulch.htm
ulk,meriammir.htm
umb,umbundu.htm
umu,munsee.htm
unm,unami.htm
unr,mundari.htm
ura,urarina.htm
urd,urdu.htm
uum,urum.htm
uun,pazeh.htm
uvl,lote.htm
uzb,uzbek.htm
vai,vai.htm
var,huarijio.htm
vec,venetian.htm
ven,venda.htm
vep,veps.htm
vie,vietnamese.htm
vls,flemish.htm
vmc,mixtec.htm
vmj,mixtec.htm
vmm,mixtec.htm
vmp,mazatec.htm
vmq,mixtec.htm
vmw,makhuwa.php
vmx,mixtec.htm
vmy,mazatec.htm
vmz,mazatec.htm
vol,volapuk.htm
vot,votic.htm
vro,voro.htm
wad,wandamen.htm
wal,wolaytta.htm
wam,massachusett.htm
war,waray.php
was,washo.htm
wat,kaninuwa.htm
wbl,wakhi.php
wbm,wa.htm
wbp,warlpiri.htm
wec,guere.htm
wic,wichita.htm
wim,wik-mungkan.php
win,hotcak.htm
wlc,comorian.htm
wln,walloon.htm
wls,wallisian.htm
wmb,wambaya.htm
wmw,mwani.htm
wnc,wantoat.htm
wni,comorian.htm
wnw,wintu.htm
woe,woleaian.htm
wol,wolof.htm
wrh,wiradjuri.php
wrk,garawa.htm
wrr,wardaman.htm
wuu,../chinese/wu.htm
wya,wyandot.htm
wyb,ngiyambaa.php
wym,wymysorys.htm
xad,adaizan.htm
xal,kalmyk.htm
xan,xamtanga.htm
xav,shavante.php
xaw,kawaiisu.htm
xcb,cumbric.htm
xce,celtiberian.htm
xcg,gaulish.htm
xcr,carian.php
xga,gaulish.htm
xgf,tongva.htm
xhd,southarabian.htm
xho,xhosa.htm
xib,iberian.htm
xlc,lycian.php
xld,lydian.php
xlp,lepontic.htm
xls,iberian.htm
xlu,luwian.htm
xmf,mingrelian.htm
xmm,manadomalay.htm
xmr,meroitic.htm
xog,soga.htm
xom,komo.htm
xpg,phrygian.htm
xpo,nahuatl.htm
xpq,mohegan.htm
xpr,parthian.htm
xqt,southarabian.htm
xsa,sabaean.htm
xsb,sambal.htm
xsi,sio.htm
xsl,southslavey.htm
xta,mixtec.htm
xtb,mixtec.htm
xtc,kadugli.htm
xtd,mixtec.htm
xtg,gaulish.htm
xti,mixtec.htm
xtj,mixtec.htm
xtl,mixtec.htm
xtm,mixtec.htm
xtn,mixtec.htm
xto,tocharian.htm
xtp,mixtec.htm
xts,mixtec.htm
xtt,mixtec.htm
xtu,mixtec.htm
xty,mixtec.htm
xww,wembawemba.htm
yaa,yaminawa.htm
yad,yagua.htm
yah,yazghulami.htm
yai,yaghnobi.htm
yao,yao.htm
yap,yapese.htm
yaq,yaqui.htm
ybb,yemba.htm
ycn,yucuna.htm
yej,yevanic.htm
yeu,yerukula.htm
yid,yiddish.htm
yij,yindjibarndi.php
yim,yimchungru.htm
yly,nyelayu.htm
yoi,yonaguni.htm
yor,yoruba.htm
ypk,siberianyupik.htm
yrk,nenets.htm
yrl,nheengatu.htm
yua,yucatec.htm
yuc,yuchi.htm
yue,../chinese/yue.htm
yum,quechan.htm
yur,yurok.htm
zag,zaghawa.htm
zap,zapotec.php
zdj,comorian.htm
zea,zeelandic.htm
zen,zenaga.htm
zgh,tamazight.htm
zha,zhuang.htm
zho,../chinese/index.htm
zin,zinza.htm
ziw,zigula.htm
zkt,khitan.htm
zku,kaurna.htm
zom,zou.htm
zro,zaparo.htm
zul,zulu.htm
zun,zuni.htm
zza,zazaki.htm
,mwangwego.htm
,sorangsompeng.htm
,ipai.htm
,kumeyaay.htm
,bartangi.htm
,oroshor.htm
,teleut.htm
,arabic_syrian.htm
,alsatian.htm
,dananshanmiao.htm
,guernesiais.htm
,../chinese/cantonese.htm
,bagatha.htm
,bokar.htm
,chaha.htm
,chatino.htm
,chukchansi.htm
,norfuk.htm
,folkspraak.htm
,fuyukyrgyz.htm
,../chinese/fuzhounese.htm
,genoese.htm
,gottscheerish.htm
,goudu.htm
,griko.htm
,southarabian.htm
,interslavic.htm
,itbayat.htm
,aranese.htm
,khufi.htm
,modern_shetlandic_scots.htm
,kubachi.htm
,kambari.htm
,lsf.htm
,liqwala.htm
,saanich.htm
,moriori.htm
,chelkan.htm
,sankethi.htm
,westpolesian.htm
,nabataean.htm
,monegasque.htm
,llanito.htm
,oowekyala.htm
,pie.htm
,rushani.htm
,romanico.htm
,suriyanimalayalam.htm
,../chinese/shanghainese.htm
,slovio.htm
,solresol.htm
,../chinese/teochew.htm
,tut.htm
,varmlandic.htm
,wadi.htm
,../chinese/wenzhounese.htm
,wukchumni.htm
,protosinaitc.htm
,gallo.htm
,yukaghir.php
,yolngu.php
,zuwara.htm
