level,unit,#,word,pos,translation,phonetic
1,9,919,Spanish,adjective,西班牙文,ˈspænɪʃ
1,9,920,Thai,adjective,泰国,taɪ
1,9,921,Turkish,adjective,土耳其,ˈtɜrkɪʃ
1,9,922,can,verb,能够,kæn
1,9,923,can’t,verb,不能,kænt
1,9,924,get a view of (the city),verb,欣赏（城市）的景色,gɛt ə vju ʌv (ðə ˈsɪti)
1,9,925,go to the top of (a tall building),verb,到（一幢高楼）的顶部,goʊ tu ðə tɑp ʌv (ə tɔl ˈbɪldɪŋ)
1,9,926,sit at an outdoor cafe,verb,坐在露天咖啡馆,sɪt æt ən ˈaʊtˌdɔr kəˈfeɪ
1,9,927,visit historic areas,verb,参观历史古迹,ˈvɪzət hɪˈstɔrɪk ˈɛriəz
1,9,928,walk around a neighborhood,verb,四处逛逛,wɔk əˈraʊnd ə ˈneɪbərˌhʊd
1,9,929,travel abroad,verb,出国旅行,ˈtrævəl əˈbrɔd
1,9,930,see a show,verb,看节目,si ə ʃoʊ
1,9,931,take a bus tour,verb,乘巴士游览,teɪk ə bʌs tʊr
1,9,932,take a ferry (to),verb,乘渡轮,teɪk ə ˈfɛri (tu)
1,9,933,take a walk,verb,散步,teɪk ə wɔk
1,9,934,take a walking tour,verb,徒步旅行,teɪk ə ˈwɔkɪŋ tʊr
1,9,935,first,adverb,第一,fɜrst
1,9,936,through (Central Park),preposition,通过（中央公园）,θru (ˈsɛntrəl pɑrk)
1,9,937,on (a rainy day),preposition,在（雨天）,ɑn (ə ˈreɪni deɪ)
1,9,938,like,preposition,喜欢,laɪk
1,9,939,What can you do in New York?,expression,您在纽约可以做什么？,wʌt kæn ju du ɪn nu jɔrk?
1,9,940,You can do a million things.,expression,您可以做一百万件事。,ju kæn du ə ˈmɪljən θɪŋz.
1,9,941,You can go to the top of a tall building.,expression,您可以转到高层建筑的顶部。,ju kæn goʊ tu ðə tɑp ʌv ə tɔl ˈbɪldɪŋ.
1,9,942,Can you take a walking tour?,expression,你可以徒步旅行吗？,kæn ju teɪk ə ˈwɔkɪŋ tʊr?
1,9,943,"Yes, you can. / No, you can't.",expression,是的你可以。 /不，你不能。,"jɛs, ju kæn. / noʊ, ju kænt."
1,9,944,What historic sites/ neighborhoods can you see?,expression,您能看到哪些历史景点/街区？,wʌt hɪˈstɔrɪk saɪts/ ˈneɪbərˌhʊdz kæn ju si?
1,9,945,You can walk around a historic neighborhood.,expression,您可以在历史悠久的社区中漫步。,ju kæn wɔk əˈraʊnd ə hɪˈstɔrɪk ˈneɪbərˌhʊd.
1,9,946,What kinds of museums can you go to?,expression,您可以去哪些博物馆？,wʌt kaɪndz ʌv mjuˈziəmz kæn ju goʊ tu?
1,9,947,You can go to an art museum.,expression,您可以去美术馆。,ju kæn goʊ tu ən ɑrt mjuˈziəm.
1,9,948,Can you go to a castle?,expression,你可以去城堡吗？,kæn ju goʊ tu ə ˈkæsəl?
1,9,949,"Yes, you can. / No, you can’t.",expression,是的你可以。 /不，你不能。,"jɛs, ju kæn. / noʊ, ju kænt."
1,9,950,Are you ready to order?,expression,你准备好点菜了吗？,ɑr ju ˈrɛdi tu ˈɔrdər?
1,9,951,Can I have ... ?,expression,我能有......吗 ... ？,kæn aɪ hæv ... ?
1,9,952,It's a type of food / drink.,expression,这是食物/饮料的一种。,ɪts ə taɪp ʌv fud / drɪŋk.
1,9,953,They're a kind of (candy).,expression,他们是一种（糖果）。,ðɛr ə kaɪnd ʌv (ˈkændi).
1,9,954,It's kind of like (a milkshake).,expression,有点像（奶昔）。,ɪts kaɪnd ʌv laɪk (ə ˈmɪlkˌʃeɪk).
1,9,955,Sprinkles are like sugar.,expression,洒就像糖。,ˈsprɪŋkəlz ɑr laɪk ˈʃʊgər.
1,9,956,It's a deal.,expression,那就这么定了。,ɪts ə dil.
1,9,957,You're right.,expression,你是对的。,jʊr raɪt.
1,9,958,"Oh, come on.",expression,哦，拜托,"oʊ, kʌm ɑn."
1,10,959,birthday,noun,生日,ˈbɜrθˌdeɪ
1,10,960,party,noun,派对,ˈpɑrti
1,10,961,list,noun,清单,lɪst
1,10,962,note,noun,注意,noʊt
1,10,963,daily planner,noun,每日计划,ˈdeɪli ˈplænər
1,10,964,weekly planner,noun,每周计划,ˈwikli ˈplænər
1,10,965,computer game,noun,电脑游戏,kəmˈpjutər geɪm
1,10,966,flute,noun,长笛,flut
1,10,967,video game,noun,电子游戏,ˈvɪdioʊ geɪm
1,10,968,cold (have / get a cold),noun,感冒（感冒）,koʊld (hæv / gɛt ə koʊld)
1,10,969,driver's test,noun,驾驶考试,ˈdraɪvərz tɛst
1,10,970,interview,noun,面试,ˈɪntərˌvju
1,10,971,hospital,noun,医院,ˈhɑˌspɪtəl
1,10,972,problem,noun,问题,ˈprɑbləm
1,10,973,awful,adjective,可怕,ˈɑfəl
1,10,974,bad,adjective,坏,bæd
1,10,975,exhausted,adjective,累,ɪgˈzɑstəd
1,10,976,relaxing,adjective,放松,rɪˈlæksɪŋ
1,10,977,cook dinner,verb,做饭,kʊk ˈdɪnər
1,10,978,go grocery shopping,verb,去杂货店购物,goʊ ˈgroʊsəri ˈʃɑpɪŋ
1,10,979,remember,verb,记得,rɪˈmɛmbər
1,10,980,run errands,verb,跑腿,rʌn ˈɛrəndz
1,10,981,stay home,verb,呆在家里,steɪ hoʊm
1,10,982,make a list,verb,做一个列表,meɪk ə lɪst
1,10,983,make notes,verb,做笔记,meɪk noʊts
1,10,984,do (a lot of) work,verb,做（很多）工作,du (ə lɑt ʌv) wɜrk
1,10,985,get a job,verb,找工作,gɛt ə ʤɑb
1,10,986,have an appointment,verb,有一个预约,hæv ən əˈpɔɪntmənt
1,10,987,have an interview,verb,面试,hæv ən ˈɪntərˌvju
1,10,988,work late,verb,加班,wɜrk leɪt
1,10,989,write a report,verb,写报告,raɪt ə rɪˈpɔrt
1,10,990,go swimming,verb,去游泳,goʊ ˈswɪmɪŋ
1,10,991,have a piano lesson,verb,上钢琴课,hæv ə piˈænoʊ ˈlɛsən
1,10,992,invite (over),verb,邀请...来）,ɪnˈvaɪt (ˈoʊvər)
1,10,993,practice (a musical instrument),verb,练习（一种乐器）,ˈpræktəs (ə ˈmjuzɪkəl ˈɪnstrəmənt)
1,10,994,pass a test,verb,考试及格,pæs ə tɛst
1,10,995,take a test / an exam,verb,参加测试/考试,teɪk ə tɛst / ən ɪgˈzæm
1,10,996,take (my) driver's test,verb,参加（我的）驾驶员考试,teɪk (maɪ) ˈdraɪvərz tɛst
1,10,997,try to (do something),verb,尝试（做某事）,traɪ tu (du ˈsʌmθɪŋ)
1,10,998,watched (watch),verb,观看,wɑʧt (wɑʧ)
1,10,999,invited (invite),verb,邀请,ɪnˈvaɪtəd (ɪnˈvaɪt)
1,10,1000,played (play),verb,播放,pleɪd (pleɪ)
1,10,1001,studied (study),verb,研究,ˈstʌdid (ˈstʌdi)
1,10,1002,chatted (chat),verb,聊天,ˈʧætəd (ʧæt)
1,10,1003,ate (eat),verb,吃了吃）,eɪt (it)
1,10,1004,bought (buy),verb,买,bɑt (baɪ)
1,10,1005,did (do),verb,有做过）,dɪd (du)
1,10,1006,got(get),verb,得到,gɑt(gɛt)
1,10,1007,had (have),verb,已经有）,hæd (hæv)
1,10,1008,made (make),verb,制造,meɪd (meɪk)
1,10,1009,met (meet),verb,遇见,mɛt (mit)
1,10,1010,read (read),verb,读,rid (rid)
1,10,1011,saw (see),verb,看,sɔ (si)
1,10,1012,took (take),verb,拿了,tʊk (teɪk)
1,10,1013,went (go),verb,去了,wɛnt (goʊ)
1,10,1014,wrote (write),verb,写,roʊt (raɪt)
1,10,1015,just,adverb,只是,ʤʌst
1,10,1016,then,adverb,然后,ðɛn
1,10,1017,after (class),preposition,下课以后）,ˈæftər (klæs)
1,10,1018,before (class),preposition,课前）,bɪˈfɔr (klæs)
1,10,1019,yesterday,time expression,昨天,ˈjɛstərˌdeɪ
1,10,1020,two days ago,time expression,两天前,tu deɪz əˈgoʊ
1,10,1021,last Friday / weekend,time expression,上周五/周末,læst ˈfraɪdi / ˈwiˌkɛnd
1,10,1022,last night / week / month / year,time expression,昨晚/周/月/年,læst naɪt / wik / mʌnθ / jɪr
1,10,1023,last summer,time expression,上个夏天,læst ˈsʌmər
1,10,1024,all week,time expression,整个星期,ɔl wik
1,10,1025,after,conjunction,后,ˈæftər
1,10,1026,when,conjunction,什么时候,wɛn
1,10,1027,before,conjunction,之前,bɪˈfɔr
1,10,1028,while,conjunction,而,waɪl
1,10,1029,so,conjunction,所以,soʊ
1,10,1030,Did you go out a lot last week?,expression,上周你出去很多吗？,dɪd ju goʊ aʊt ə lɑt læst wik?
1,10,1031,"Yes, I did. I went to a movie and a party.",expression,是的，我做到了。我去看电影和参加聚会。,"jɛs, aɪ dɪd. aɪ wɛnt tu ə ˈmuvi ænd ə ˈpɑrti."
1,10,1032,"No, I didn't. I didn’t go out a lot.",expression,不，我没有。我没有出去很多。,"noʊ, aɪ ˈdɪdənt. aɪ ˈdɪdənt goʊ aʊt ə lɑt."
1,10,1033,Congratulations!,expression,恭喜你！,kənˌgræʧəˈleɪʃənz!
1,10,1034,Happy birthday!,expression,生日快乐！,ˈhæpi ˈbɜrθˌdeɪ!
1,10,1035,Good luck (with the interview)!,expression,祝你（面试）好运！,gʊd lʌk (wɪð ði ˈɪntərˌvju)!
1,10,1036,Thank goodness (for that)!,expression,（为了那件事）感谢老天爷！,θæŋk ˈgʊdnəs (fɔr ðæt)!
1,10,1037,I passed my driver’s test.,expression,我通过了驾驶员考试。,aɪ pæst maɪ ˈdraɪvərz tɛst.
1,10,1038,You did? / Did you?,expression,你有吗/ 你是否？,ju dɪd? / dɪd ju?
1,10,1039,Good for you!,expression,对你有益！,gʊd fɔr ju!
1,10,1040,I’m sorry to hear that.,expression,很抱歉听到这个消息。,aɪm ˈsɑri tu hir ðæt.
1,10,1041,That’s it.,expression,而已。,ðæts ɪt.
1,10,1042,You know – the usual.,expression,您知道–通常。,ju noʊ – ðə ˈjuʒəwəl.
1,11,1043,autograph,noun,签名,ˈɔtəˌgræf
1,11,1044,customer,noun,顾客,ˈkʌstəmər
1,11,1045,hill,noun,爬坡道,hɪl
1,11,1046,lead singer,noun,主唱,lid ˈsɪŋər
1,11,1047,kid,noun,小子,kɪd
1,11,1048,(embarrassing) mistake,noun,（令人尴尬的）错误,(ɪmˈbɛrəsɪŋ) mɪsˈteɪk
1,11,1049,sunburn,noun,晒斑,ˈsʌnˌbɜrn
1,11,1050,your first pet,noun,你的第一只宠物,jʊər fɜrst pɛt
1,11,1051,my first day of work / school,noun,我上班/上学的第一天,maɪ fɜrst deɪ ʌv wɜrk / skul
1,11,1052,embarrassing,adjective,尴尬的,ɪmˈbɛrəsɪŋ
1,11,1053,first,adjective,第一,fɜrst
1,11,1054,relaxed,adjective,轻松,rɪˈlækst
1,11,1055,young,adjective,年轻,jʌŋ
1,11,1056,glad,adjective,高兴,glæd
1,11,1057,happy,adjective,快乐,ˈhæpi
1,11,1058,pleased,adjective,很高兴,plizd
1,11,1059,nervous,adjective,紧张,ˈnɜrvəs
1,11,1060,scared (of),adjective,害怕（某事）,skɛrd (ʌv)
1,11,1061,get along,phrasal verb,相处,gɛt əˈlɔŋ
1,11,1062,get an autograph,phrasal verb,签名,gɛt ən ˈɔtəˌgræf
1,11,1063,get back (from a trip),phrasal verb,（旅行）回来,gɛt bæk (frʌm ə trɪp)
1,11,1064,get dark,phrasal verb,变黑,gɛt dɑrk
1,11,1065,get lost,phrasal verb,走开,gɛt lɔst
1,11,1066,get married,phrasal verb,结婚了,gɛt ˈmɛrid
1,11,1067,get a present,phrasal verb,得到一个礼物,gɛt ə ˈprɛzənt
1,11,1068,get scared,phrasal verb,感到害怕,gɛt skɛrd
1,11,1069,get sick,phrasal verb,生病,gɛt sɪk
1,11,1070,get a sunburn,phrasal verb,被晒伤,gɛt ə ˈsʌnˌbɜrn
1,11,1071,Free-time activities with go,verb,闲暇活动,fri-taɪm ækˈtɪvətiz wɪð goʊ
1,11,1072,go camping / hiking,verb,去露营/远足,goʊ ˈkæmpɪŋ / ˈhaɪkɪŋ
1,11,1073,go parasailing / snorkeling,verb,进行帆伞运动/浮潜,goʊ ˈper.əˌseɪ.lɪŋ / ˈsnɔrkəˌlɪŋ
1,11,1074,go on a (road) trip,verb,继续旅行,goʊ ɑn eɪ (roʊd) trɪp
1,11,1075,go to see (a band),verb,去看（乐队）,goʊ tu si (ə bænd)
1,11,1076,have a meeting,phrasal verb,有个会议,hæv ə ˈmitɪŋ
1,11,1077,have a party,phrasal verb,举行一个派对,hæv ə ˈpɑrti
1,11,1078,make a mistake,phrasal verb,犯了一个错误,meɪk ə mɪsˈteɪk
1,11,1079,was,verb,原为,wʌz
1,11,1080,wasn't,verb,不是,ˈwɑzənt
1,11,1081,were,verb,是,wɜr
1,11,1082,weren’t,verb,不是,ˈwɜrənt
1,11,1083,either,adverb,要么,ˈiðər
1,11,1084,exactly,adverb,究竟,ɪgˈzæktli
1,11,1085,only,adverb,只要,ˈoʊnli
1,11,1086,across (Canada),preposition,跨（加拿大）,əˈkrɔs (ˈkænədə)
1,11,1087,on (our) honeymoon,preposition,在度（我们的）蜜月,ɑn (ˈaʊər) ˈhʌniˌmun
1,11,1088,lots of,quantity expression,很多,lɑts ʌv
1,11,1089,out in the country,location expression,在乡下,aʊt ɪn ðə ˈkʌntri
1,11,1090,by the end of the day,time expressions,在一天结束之前,baɪ ði ɛnd ʌv ðə deɪ
1,11,1091,Were you nervous?,expression,你紧张吗,wɜr ju ˈnɜrvəs?
1,11,1092,"Yes I was. / No, I wasn't.",expression,是的，我是。 /不，不是。,"jɛs aɪ wʌz. / noʊ, aɪ ˈwɑzənt."
1,11,1093,Was it fun?,expression,它有趣吗？,wʌz ɪt fʌn?
1,11,1094,"Yes, it was. / No, it wasn't.",expression,是的。 /不，不是。,"jɛs, ɪt wʌz. / noʊ, ɪt ˈwɑzənt."
1,11,1095,Were they nice?,expression,他们很好吗？,wɜr ðeɪ naɪs?
1,11,1096,"Yes, they were. / No, they weren't.",expression,是的，他们都是。 /不，不是。,"jɛs, ðeɪ wɜr. / noʊ, ðeɪ ˈwɜrənt."
1,11,1097,So how was your weekend?,expression,所以，周末过得怎么样？,soʊ haʊ wʌz jʊər ˈwiˌkɛnd?
1,11,1098,Great. I went (biking in the country).,expression,太好了。我去了（乡下骑自行车）。,greɪt. aɪ wɛnt (ˈbaɪkɪŋ ɪn ðə ˈkʌntri).
1,11,1099,"Yeah, I bet.",expression,是的，我敢打赌。,"jæ, aɪ bɛt."
1,11,1100,I have a ton of work for you.,expression,我有很多工作要给你。,aɪ hæv ə tʌn ʌv wɜrk fɔr ju.
1,11,1101,How was your vacation?,expression,你的假期过的怎么样？,haʊ wʌz jʊər veɪˈkeɪʃən?
1,11,1102,Where were you exactly?,expression,你到底在哪,wɛr wɜr ju ɪgˈzæktli?
1,11,1103,How long were you there?,expression,你在那里呆了多久？,haʊ lɔŋ wɜr ju ðɛr?
1,11,1104,What was the weather like?,expression,天气怎么样？,wʌt wʌz ðə ˈwɛðər laɪk?
1,11,1105,Where did you go?,expression,你去哪儿？,wɛr dɪd ju goʊ?
1,11,1106,What did you do?,expression,你做了什么？,wʌt dɪd ju du?
1,11,1107,Who did you go with?,expression,你跟谁一起去？,hu dɪd ju goʊ wɪð?
1,11,1108,Did you do anything fun?,expression,你玩得开心吗？,dɪd ju du ˈɛniˌθɪŋ fʌn?
1,11,1109,When did you get back?,expression,你什么时候回来？,wɛn dɪd ju gɛt bæk?
1,11,1110,"Anyway, ... I have to go.",expression,无论如何，...我得走了。,"ˈɛniˌweɪ, ... aɪ hæv tu goʊ."
1,11,1111,"Anyway, what did you do?",expression,无论如何，你做了什么？,"ˈɛniˌweɪ, wʌt dɪd ju du?"
1,12,1112,apple,noun,苹果,ˈæpəl
1,12,1113,banana,noun,香蕉,bəˈnænə
1,12,1114,mango,noun,芒果,ˈmæŋgoʊ
1,12,1115,melon,noun,瓜,ˈmɛlən
1,12,1116,papaya,noun,番木瓜,pəˈpaɪə
1,12,1117,pineapple,noun,菠萝,ˈpaɪˌnæpəl
1,12,1118,strawberry,noun,草莓,ˈstrɔˌbɛri
1,12,1119,carrot,noun,胡萝卜,ˈkærət
1,12,1120,cucumber,noun,黄瓜,ˈkjukəmbər
1,12,1121,garlic,noun,大蒜,ˈgɑrlɪk
1,12,1122,green beans,noun,绿豆,grin binz
1,12,1123,lettuce,noun,生菜,ˈlɛtəs
1,12,1124,onion,noun,洋葱,ˈʌnjən
1,12,1125,pepper,noun,胡椒,ˈpɛpər
1,12,1126,potato,noun,土豆,pəˈteɪˌtoʊ
1,12,1127,spinach,noun,菠菜,ˈspɪnəʧ
1,12,1128,tomato,noun,番茄,təˈmeɪˌtoʊ
1,12,1129,cookie,noun,曲奇饼,ˈkʊki
1,12,1130,dessert,noun,甜点,dɪˈzɜrt
1,12,1131,ice cream,noun,冰淇淋,aɪs krim
1,12,1132,muffin,noun,松饼,ˈmʌfən
1,12,1133,peanuts,noun,花生,ˈpinəts
1,12,1134,potato chips,noun,土豆片,pəˈteɪˌtoʊ ʧɪps
1,12,1135,sugar,noun,糖,ˈʃʊgər
1,12,1136,beef,noun,牛肉,bif
1,12,1137,chicken,noun,鸡,ˈʧɪkən
1,12,1138,hamburger meat,noun,汉堡肉,ˈhæmbərgər mit
1,12,1139,lamb,noun,羊肉,læm
1,12,1140,steak,noun,牛扒,steɪk
1,12,1141,salmon,noun,三文鱼,ˈsæmən
1,12,1142,seafood,noun,海鲜,ˈsiˌfud
1,12,1143,shellfish,noun,贝类,ˈʃɛlˌfɪʃ
1,12,1144,shrimp,noun,虾,ʃrɪmp
1,12,1145,bread,noun,面包,brɛd
1,12,1146,cereal,noun,谷类,ˈsɪriəl
1,12,1147,French fries,noun,炸薯条,frɛnʧ fraɪz
1,12,1148,pasta,noun,意大利面,ˈpɑstə
1,12,1149,rice,noun,白饭,raɪs
1,12,1150,butter,noun,牛油,ˈbʌtər
1,12,1151,cheese,noun,起司,ʧiz
1,12,1152,egg,noun,蛋,ɛg
1,12,1153,milk,noun,牛奶,mɪlk
1,12,1154,grocery store,noun,杂货店,ˈgroʊsəri stɔr
1,12,1155,oil,noun,油,ɔɪl
1,12,1156,picky eater,noun,挑剔的食客,ˈpɪki ˈitər
1,12,1157,vegetarian,noun,素食主义者,ˌvɛʤəˈtɛriən
1,12,1158,water,noun,水,ˈwɔtər
1,12,1159,allergic (to),adjective,对...过敏）,əˈlɜrʤɪk (tu)
1,12,1160,sleepy,adjective,困,ˈslipi
1,12,1161,thirsty,adjective,渴,ˈθɜrsti
1,12,1162,delicious,adjective,美味的,dɪˈlɪʃəs
1,12,1163,hot,adjective,热,hɑt
1,12,1164,light,adjective,光,laɪt
1,12,1165,tasteless,adjective,无味的,ˈteɪstləs
1,12,1166,tasty,adjective,可口,ˈteɪsti
1,12,1167,hang out (with friends),verb,和朋友出去玩）,hæŋ aʊt (wɪð frɛndz)
1,12,1168,recommend (a restaurant),verb,推荐（餐厅）,ˌrɛkəˈmɛnd (ə ˈrɛstəˌrɑnt)
1,12,1169,take a break,verb,休息一下,teɪk ə breɪk
1,12,1170,be on a (special) diet,verb,实行（特殊的）饮食计划,bi ɑn eɪ (ˈspɛʃəl) ˈdaɪət
1,12,1171,have good / bad eating habits,verb,有良好/不良的饮食习惯,hæv gʊd / bæd ˈitɪŋ ˈhæbəts
1,12,1172,have lunch,verb,吃午饭,hæv lʌnʧ
1,12,1173,have something light for lunch,verb,午餐吃点东西,hæv ˈsʌmθɪŋ laɪt fɔr lʌnʧ
1,12,1174,skip meals,verb,不吃饭,skɪp milz
1,12,1175,atmosphere,verb,大气层,ˈætməˌsfɪr
1,12,1176,slow (service),verb,（服务）慢,sloʊ (ˈsɜrvəs)
1,12,1177,special (dinner),verb,特别的（晚餐）,ˈspɛʃəl (ˈdɪnər)
1,12,1178,unfriendly (servers),verb,不友好的（服务）,ənˈfrɛndli (ˈsɜrvərz)
1,12,1179,any (chicken),determiner,任何（鸡肉）,ˈɛni (ˈʧɪkən)
1,12,1180,many (vegetables),determiner,许多（蔬菜）,ˈmɛni (ˈvɛʤtəbəlz)
1,12,1181,much (rice),determiner,大米,mʌʧ (raɪs)
1,12,1182,any (We don't have any.),pronoun,一点都（我们一点都没有。）,ˈɛni (wi dɑn ti hæv ˈɛni.)
1,12,1183,many (I don't eat many.),pronoun,多（我吃得不多。）,ˈmɛni (aɪ dɑn ti it ˈmɛni.)
1,12,1184,much (I don't drink much.),pronoun,多（我喝酒喝得不多。）,mʌʧ (aɪ dɑn ti drɪŋk mʌʧ.)
1,12,1185,some (We need some.),pronoun,一些（我们需要一些。）,sʌm (wi nid sʌm.)
1,12,1186,Would you like to (go out)?,expression,你想（出去）吗？,wʊd ju laɪk tu (goʊ aʊt)?
1,12,1187,"No, I'd like to (stay home).",expression,不，我想（待在家里）。,"noʊ, aɪd laɪk tu (steɪ hoʊm)."
1,12,1188,What would you like?,expression,你喜欢什么？,wʌt wʊd ju laɪk?
1,12,1189,I'd like some (chicken) .,expression,我想要一些（鸡肉）。,aɪd laɪk sʌm (ˈʧɪkən) .
1,12,1190,Would you like some (tea)?,expression,你想喝点（茶）吗？,wʊd ju laɪk sʌm (ti)?
1,12,1191,"Yes, please. / No, thanks.",expression,是的，请。 / 不用了，谢谢。,"jɛs, pliz. / noʊ, θæŋks."
1,12,1192,Would you like to go out or ...?,expression,您要出去还是...？,wʊd ju laɪk tu goʊ aʊt ɔr ...?
1,12,1193,I don't want a big meal or anything.,expression,我不要大餐或其他任何东西。,aɪ doʊnt wɑnt ə bɪg mil ɔr ˈɛniˌθɪŋ.
1,12,1194,I just want a sandwich or something.,expression,我只想要一个三明治或其他东西。,aɪ ʤʌst wɑnt ə ˈsændwɪʧ ɔr ˈsʌmθɪŋ.
1,12,1195,I can have a salad or something like that.,expression,我可以吃沙拉或类似的东西。,aɪ kæn hæv ə ˈsæləd ɔr ˈsʌmθɪŋ laɪk ðæt.
1,12,1196,How many (eggs do you eat a week)?,expression,（您一个星期吃）多少（鸡蛋）？,haʊ ˈmɛni (ɛgz du ju it ə wik)?
1,12,1197,How much (milk do you drink a day)?,expression,（您每天喝）多少（牛奶）？,haʊ mʌʧ (mɪlk du ju drɪŋk ə deɪ)?
1,12,1198,I'd like something hot.,expression,我想要一些热的东西。,aɪd laɪk ˈsʌmθɪŋ hɑt.
1,12,1199,I drink a lot of (milk).,expression,我喝很多（牛奶）。,aɪ drɪŋk ə lɑt ʌv (mɪlk).
1,12,1200,I don't eat many (eggs).,expression,我不吃很多（鸡蛋）。,aɪ dɑn ti it ˈmɛni (ɛgz).
1,12,1201,I don't drink much (milk).,expression,我喝不多（牛奶）。,aɪ dɑn ti drɪŋk mʌʧ (mɪlk).
1,12,1202,Do we have any (vegetables)?,expression,我们有（蔬菜）吗？,du wi hæv ˈɛni (ˈvɛʤtəbəlz)?
1,12,1203,"Yes, we have some. / No, we don't have any.",expression,是的，我们有一些。/ 不，我们没有。,"jɛs, wi hæv sʌm. / noʊ, wi doʊnt hæv ˈɛni."
1,12,1204,I have another idea.,expression,我有另一个主意。,aɪ hæv əˈnʌðər aɪˈdiə.
1,12,1205,I need some help fast.,expression,我需要快速的帮助。,aɪ nid sʌm hɛlp fæst.
2,1,1206,cat,noun,猫,kæt
2,1,1207,dog,noun,狗,dɔg
2,1,1208,pet,noun,宠物,pɛt
2,1,1209,Places in cities,noun,城市的地方,ˈpleɪsəz ɪn ˈsɪtiz
2,1,1210,club,noun,俱乐部,klʌb
2,1,1211,subway,noun,地铁,ˈsʌˌbweɪ
2,1,1212,vintage store,noun,古董店,ˈvɪntɪʤ stɔr
2,1,1213,animal lover,noun,动物爱好者,ˈænəməl ˈlʌvər
2,1,1214,fan (football fan),noun,风扇（足球迷）,fæn (ˈfʊtˌbɔl fæn)
2,1,1215,listener,noun,听众,ˈlɪsənər
2,1,1216,talker,noun,说话者,ˈtɔkər
2,1,1217,stranger,noun,陌生人,ˈstreɪnʤər
2,1,1218,social life,noun,社会生活,ˈsoʊʃəl laɪf
2,1,1219,weekend activity,noun,周末活动,ˈwiˌkɛnd ækˈtɪvəti
2,1,1220,full-time (student),noun,全日制学生）,fʊl-taɪm (ˈstudənt)
2,1,1221,part-time (student),noun,兼职（学生）,ˈpɑrtˈtaɪm (ˈstudənt)
2,1,1222,capital letter,noun,大写字母,ˈkæpətəl ˈlɛtər
2,1,1223,"comma (,)",noun,逗号（，）,"ˈkɑmə (,)"
2,1,1224,period (.),noun,句点（。）,ˈpɪriəd (.)
2,1,1225,question mark (?),noun,问号（？）,ˈkwɛsʧən mɑrk (?)
2,1,1226,quotation marks (“”),noun,引号（“”）,kwoʊˈteɪʃən mɑrks (“”)
2,1,1227,appearance,noun,出现,əˈpɪrəns
2,1,1228,cartoons,noun,漫画,kɑrˈtunz
2,1,1229,cold weather,noun,寒冷的天气,koʊld ˈwɛðər
2,1,1230,documentaries,noun,纪录片,ˌdɑkjəˈmɛntəriz
2,1,1231,health,noun,健康,hɛlθ
2,1,1232,home,noun,家,hoʊm
2,1,1233,laptop,noun,笔记本电脑,ˈlæpˌtɑp
2,1,1234,lifestyle,noun,生活方式,ˈlaɪfˌstaɪl
2,1,1235,(the) news,noun,新闻,(ði) nuz
2,1,1236,pro (professional) football,noun,职业足球,proʊ (prəˈfɛʃənəl) ˈfʊtˌbɔl
2,1,1237,salary,noun,薪水,ˈsæləri
2,1,1238,software company,noun,软件公司,ˈsɔfˌtwɛr ˈkʌmpəni
2,1,1239,sweatshirt,noun,运动衫,ˈswɛtˌʃɜrt
2,1,1240,talk shows,noun,脱口秀,tɔk ʃoʊz
2,1,1241,anyone anything new,pronoun,任何新事物,ˈɛniˌwʌn ˈɛniˌθɪŋ nu
2,1,1242,both (We both eat out.),pronoun,都（我们都出去吃饭。）,boʊθ (wi boʊθ it aʊt.)
2,1,1243,allergic to,adjective,对...过敏,əˈlɜrʤɪk tu
2,1,1244,chilly,adjective,寒冷,ˈʧɪli
2,1,1245,nervous,adjective,紧张,ˈnɜrvəs
2,1,1246,odd,adjective,奇,ɑd
2,1,1247,purple,adjective,紫色,ˈpɜrpəl
2,1,1248,talkative,adjective,健谈的,ˈtɔkətɪv
2,1,1249,turquoise,adjective,绿松石,ˈtɜrkwɔɪz
2,1,1250,can,verb,能够,kæn
2,1,1251,can't,verb,不能,kænt
2,1,1252,do: do don't does doesn't,verb,做：不做不做,du: du doʊnt dʌz ˈdʌzənt
2,1,1253,be: am are aren't is isn't,verb,是：是不是不是,bi: æm ɑr ˈɑrənt ɪz ˈɪzənt
2,1,1254,have: has have,verb,有：有,hæv: hæz hæv
2,1,1255,eat out,verb,外出吃饭,it aʊt
2,1,1256,go to a club,verb,去一个俱乐部,goʊ tu ə klʌb
2,1,1257,play sports,verb,参加运动,pleɪ spɔrts
2,1,1258,make (new) friends,verb,结交新朋友,meɪk (nu) frɛndz
2,1,1259,meet someone new,verb,结识新朋友,mit ˈsʌmˌwʌn nu
2,1,1260,sleep late,verb,睡得晚,slip leɪt
2,1,1261,avoid (a topic of conversation),verb,避免（话题）,əˈvɔɪd (ə ˈtɑpɪk ʌv ˌkɑnvərˈseɪʃən)
2,1,1262,have time,verb,有时间,hæv taɪm
2,1,1263,improve,verb,提高,ɪmˈpruv
2,1,1264,live alone,verb,独居,lɪv əˈloʊn
2,1,1265,live with,verb,生活,lɪv wɪð
2,1,1266,near here,location expression,在这附近,nɪr hir
2,1,1267,nearby,location expression,附近,ˈnɪrˈbaɪ
2,1,1268,all day,time expression,一整天,ɔl deɪ
2,1,1269,on (the) weekends,time expression,在周末,ɑn (ði) ˈwiˌkɛndz
